"name","city","income","credit_score","loan_amount","years_employed","points","loan_approved","credit_category","employment_level","loan_to_income","debt_burden_category","high_loan"
"Sheena Guerra","West Fred",142824,630,47486,14,65,TRUE,"Fair","Mid (11-25 yrs)",0.332479135159357,"Moderate (20-40%)",TRUE
"Todd Jacobson","West Jamesside",31504,581,9203,40,45,FALSE,"Fair","Senior (26+ yrs)",0.292121635347892,"Moderate (20-40%)",FALSE
"Joseph Shaw","New Shelly",119166,457,12219,39,55,FALSE,"Poor","Senior (26+ yrs)",0.102537636574191,"Low (<20%)",FALSE
"Lisa Kirby","Port Michelleland",124466,346,43038,36,50,FALSE,"Poor","Senior (26+ yrs)",0.345781177188951,"Moderate (20-40%)",TRUE
"Daniel Armstrong","South Pamelaside",45014,596,43068,19,40,FALSE,"Fair","Mid (11-25 yrs)",0.956769005198383,"High (≥40%)",TRUE
"Dr. Michael Evans","Lake Brianmouth",119353,725,32735,29,75,TRUE,"Good","Senior (26+ yrs)",0.274270441463558,"Moderate (20-40%)",FALSE
"Lawrence Edwards","Jessicastad",145970,708,9569,23,85,TRUE,"Good","Mid (11-25 yrs)",0.0655545660067137,"Low (<20%)",FALSE
"Ashley Allen","West Shannonberg",100381,399,4316,18,60,TRUE,"Poor","Mid (11-25 yrs)",0.0429961845369144,"Low (<20%)",FALSE
"Sharon Barnes","Port Mark",128419,620,13440,10,70,TRUE,"Fair","Entry (0-10 yrs)",0.104657410507791,"Low (<20%)",FALSE
"Mr. Jonathan Parker Jr.","Wagnerbury",64973,520,39230,22,35,FALSE,"Poor","Mid (11-25 yrs)",0.603789266310621,"High (≥40%)",FALSE
"Douglas Harper","Mitchelltown",130741,410,29241,8,50,FALSE,"Poor","Entry (0-10 yrs)",0.223655930427333,"Moderate (20-40%)",FALSE
"Monica Gallagher","Brandonton",114012,499,24758,35,55,FALSE,"Poor","Senior (26+ yrs)",0.21715258043013,"Moderate (20-40%)",FALSE
"James Cole","Marciaville",74587,431,7336,25,50,FALSE,"Poor","Mid (11-25 yrs)",0.0983549412095942,"Low (<20%)",FALSE
"William Grant","Kariborough",44621,821,27305,32,65,TRUE,"Excellent","Senior (26+ yrs)",0.611931601712198,"High (≥40%)",FALSE
"Andrew Reeves","Stoneberg",68469,827,10160,20,85,TRUE,"Excellent","Mid (11-25 yrs)",0.148388321722239,"Low (<20%)",FALSE
"Emily Long","Brittneyhaven",86985,821,35887,31,80,TRUE,"Excellent","Senior (26+ yrs)",0.412565384836466,"High (≥40%)",FALSE
"Elizabeth Cabrera","Markville",50730,726,39253,19,60,TRUE,"Good","Mid (11-25 yrs)",0.773763059333728,"High (≥40%)",FALSE
"Molly Watts","New Thomasshire",89470,533,48277,3,30,FALSE,"Poor","Entry (0-10 yrs)",0.539588688946015,"High (≥40%)",TRUE
"Carolyn Fuller","Hernandezbury",30425,332,38523,7,20,FALSE,"Poor","Entry (0-10 yrs)",1.26616269515201,"High (≥40%)",FALSE
"Jeremy Barnes","Vaughnchester",124646,813,41073,30,90,TRUE,"Excellent","Senior (26+ yrs)",0.329517192689697,"Moderate (20-40%)",TRUE
"Nancy Brown","New Jared",144799,632,44399,30,65,TRUE,"Fair","Senior (26+ yrs)",0.306625045753078,"Moderate (20-40%)",TRUE
"Emily Thompson","Amyview",124329,795,13600,15,90,TRUE,"Excellent","Mid (11-25 yrs)",0.109387190438273,"Low (<20%)",FALSE
"Edwin David","Kellieborough",64522,800,21777,30,80,TRUE,"Excellent","Senior (26+ yrs)",0.337512786336443,"Moderate (20-40%)",FALSE
"Timothy Pope","Keithshire",95612,688,26856,22,70,TRUE,"Good","Mid (11-25 yrs)",0.280885244529975,"Moderate (20-40%)",FALSE
"Regina Roberts","Stephanieland",129871,654,29991,16,70,TRUE,"Fair","Mid (11-25 yrs)",0.230929152774676,"Moderate (20-40%)",FALSE
"Cindy Clayton","Sarahview",53416,440,8158,39,45,FALSE,"Poor","Senior (26+ yrs)",0.152725775048675,"Low (<20%)",FALSE
"Cynthia Williams","Lake Jesse",96542,402,28086,21,45,FALSE,"Poor","Mid (11-25 yrs)",0.290920014087133,"Moderate (20-40%)",FALSE
"Ashlee Townsend","New Tiffanyburgh",149619,716,43787,30,75,TRUE,"Good","Senior (26+ yrs)",0.292656681303845,"Moderate (20-40%)",TRUE
"Curtis Maynard","Justinton",43947,391,43749,36,25,FALSE,"Poor","Senior (26+ yrs)",0.995494573008396,"High (≥40%)",TRUE
"Parker Jefferson","East Robertburgh",144100,337,27017,31,55,FALSE,"Poor","Senior (26+ yrs)",0.187487855655795,"Low (<20%)",FALSE
"Paul Brennan","Nancytown",111959,605,38221,38,65,TRUE,"Fair","Senior (26+ yrs)",0.341383899463196,"Moderate (20-40%)",FALSE
"William Mitchell","Smallberg",69117,816,31672,17,75,TRUE,"Excellent","Mid (11-25 yrs)",0.458237481372166,"High (≥40%)",FALSE
"Brian Martin","Wongburgh",140319,314,49274,21,50,FALSE,"Poor","Mid (11-25 yrs)",0.351157006535109,"Moderate (20-40%)",TRUE
"Laura Todd","New Melissa",113748,715,29029,32,75,TRUE,"Good","Senior (26+ yrs)",0.255204487111861,"Moderate (20-40%)",FALSE
"James Davis","South Marcus",96540,554,1447,16,55,FALSE,"Poor","Mid (11-25 yrs)",0.0149886057592708,"Low (<20%)",FALSE
"Jeremy Adams","Kevinshire",109818,311,18141,23,55,FALSE,"Poor","Mid (11-25 yrs)",0.165191498661422,"Low (<20%)",FALSE
"Amy Wilson","Erikhaven",56071,618,46238,7,45,FALSE,"Fair","Entry (0-10 yrs)",0.824633054520162,"High (≥40%)",TRUE
"Teresa Richardson","East Susan",50032,789,11039,29,80,TRUE,"Excellent","Senior (26+ yrs)",0.220638791173649,"Moderate (20-40%)",FALSE
"Lisa Perry","Toddborough",79009,553,45586,38,40,FALSE,"Poor","Senior (26+ yrs)",0.576972243668443,"High (≥40%)",TRUE
"Angela Griffin","Christianshire",129943,414,5047,35,60,TRUE,"Poor","Senior (26+ yrs)",0.0388401068160655,"Low (<20%)",FALSE
"Christina Herrera","West Melissa",51174,752,8617,13,80,TRUE,"Excellent","Mid (11-25 yrs)",0.168386289912846,"Low (<20%)",FALSE
"Katherine Nolan","Stokesmouth",100697,435,34636,26,50,FALSE,"Poor","Senior (26+ yrs)",0.343962580811742,"Moderate (20-40%)",FALSE
"Anthony Ford","Jenniferfurt",132056,560,1197,13,60,TRUE,"Poor","Mid (11-25 yrs)",0.00906433634215787,"Low (<20%)",FALSE
"Amber Cooper","New Virginialand",99514,783,3079,18,90,TRUE,"Excellent","Mid (11-25 yrs)",0.030940370199168,"Low (<20%)",FALSE
"Randy Cannon","Brooksfurt",30074,759,25739,24,60,TRUE,"Excellent","Mid (11-25 yrs)",0.855855556294474,"High (≥40%)",FALSE
"Victor Baxter","Lake Michelle",108504,421,12696,34,55,FALSE,"Poor","Senior (26+ yrs)",0.117009511170095,"Low (<20%)",FALSE
"Cameron Irwin","Port Andrewport",72487,774,45138,34,70,TRUE,"Excellent","Senior (26+ yrs)",0.62270476085367,"High (≥40%)",TRUE
"James Hall","Reedview",94042,493,48515,7,35,FALSE,"Poor","Entry (0-10 yrs)",0.515886518789477,"High (≥40%)",TRUE
"Matthew Mendez","East Jamieville",32552,334,30257,38,25,FALSE,"Poor","Senior (26+ yrs)",0.929497419513394,"High (≥40%)",FALSE
"Shelby Sanchez","South Scottside",44662,522,4699,8,30,FALSE,"Poor","Entry (0-10 yrs)",0.105212484886481,"Low (<20%)",FALSE
"Donna Cabrera","Barbaramouth",77576,542,20776,9,40,FALSE,"Poor","Entry (0-10 yrs)",0.267814788078787,"Moderate (20-40%)",FALSE
"Ms. Jennifer Hill","Lake Erika",145175,807,4072,22,100,TRUE,"Excellent","Mid (11-25 yrs)",0.0280489064921646,"Low (<20%)",FALSE
"Megan Floyd","Heatherchester",139008,452,20653,24,55,FALSE,"Poor","Mid (11-25 yrs)",0.148574182780847,"Low (<20%)",FALSE
"Joshua Allen","West Meredith",135745,447,31344,3,45,FALSE,"Poor","Entry (0-10 yrs)",0.230903532358466,"Moderate (20-40%)",FALSE
"Tracy Grant","South John",70306,508,22644,5,35,FALSE,"Poor","Entry (0-10 yrs)",0.322077774300913,"Moderate (20-40%)",FALSE
"Sarah Davis","North Joseph",61385,340,5769,12,50,FALSE,"Poor","Mid (11-25 yrs)",0.0939806141565529,"Low (<20%)",FALSE
"Laurie Powers","South Jason",37592,640,20869,0,25,FALSE,"Fair","Entry (0-10 yrs)",0.555144711640775,"High (≥40%)",FALSE
"Colton Figueroa","Rochaborough",61571,706,16684,35,65,TRUE,"Good","Senior (26+ yrs)",0.270971723701093,"Moderate (20-40%)",FALSE
"Douglas Owens","Kylestad",145082,825,33589,29,95,TRUE,"Excellent","Senior (26+ yrs)",0.231517348809639,"Moderate (20-40%)",FALSE
"William Harrison","Robinstad",104364,620,28127,2,55,FALSE,"Fair","Entry (0-10 yrs)",0.269508642827028,"Moderate (20-40%)",FALSE
"Connie Thomas","Angelashire",40322,727,20345,9,45,FALSE,"Good","Entry (0-10 yrs)",0.504563265711026,"High (≥40%)",FALSE
"David Hudson","South Andrea",41226,645,17864,31,40,FALSE,"Fair","Senior (26+ yrs)",0.433318779411051,"High (≥40%)",FALSE
"Maria Henry","Lake Laura",125932,473,10172,34,60,TRUE,"Poor","Senior (26+ yrs)",0.0807737509131913,"Low (<20%)",FALSE
"Thomas Weaver DDS","New Arthurland",93699,349,1418,26,55,FALSE,"Poor","Senior (26+ yrs)",0.0151335659932337,"Low (<20%)",FALSE
"Mark Jones","North Jeffery",136957,766,25458,3,80,TRUE,"Excellent","Entry (0-10 yrs)",0.185883160408011,"Low (<20%)",FALSE
"Mary Jensen","Hopkinstown",39071,306,35879,35,25,FALSE,"Poor","Senior (26+ yrs)",0.918302577359167,"High (≥40%)",FALSE
"Alan Bowen","Andrechester",129693,483,8013,6,55,FALSE,"Poor","Entry (0-10 yrs)",0.0617843676991048,"Low (<20%)",FALSE
"Daisy Harvey","Lisaview",99822,706,6178,23,80,TRUE,"Good","Mid (11-25 yrs)",0.0618901644927972,"Low (<20%)",FALSE
"Judy Sanchez","West Gabriella",130379,382,43843,2,40,FALSE,"Poor","Entry (0-10 yrs)",0.336273479624786,"Moderate (20-40%)",TRUE
"James Tran","Lake Albertburgh",46483,384,33758,27,25,FALSE,"Poor","Senior (26+ yrs)",0.72624400318396,"High (≥40%)",FALSE
"Erin Madden","New Samanthabury",46828,516,46369,36,25,FALSE,"Poor","Senior (26+ yrs)",0.990198172033826,"High (≥40%)",TRUE
"Anthony Jones","Rachelshire",116474,333,12754,20,55,FALSE,"Poor","Mid (11-25 yrs)",0.109500832803888,"Low (<20%)",FALSE
"Daniel Thomas","Hickmanport",92296,466,37959,15,40,FALSE,"Poor","Mid (11-25 yrs)",0.411274594782006,"High (≥40%)",FALSE
"Sarah Rhodes","Patrickberg",102063,380,33819,22,50,FALSE,"Poor","Mid (11-25 yrs)",0.331354163604832,"Moderate (20-40%)",FALSE
"Jeffrey Roberson","Cassiefurt",51643,634,2941,40,65,TRUE,"Fair","Senior (26+ yrs)",0.0569486668086672,"Low (<20%)",FALSE
"Willie Henry","Angelafurt",64741,742,13172,37,80,TRUE,"Excellent","Senior (26+ yrs)",0.203456851145333,"Moderate (20-40%)",FALSE
"Angelica Montgomery","Lake Charles",99163,574,11107,24,50,FALSE,"Poor","Mid (11-25 yrs)",0.112007502798423,"Low (<20%)",FALSE
"Madison Singh","Michaelland",144351,305,21202,28,55,FALSE,"Poor","Senior (26+ yrs)",0.146878095752714,"Low (<20%)",FALSE
"Derrick Anderson","South Shane",109507,824,27741,6,85,TRUE,"Excellent","Entry (0-10 yrs)",0.253326271379912,"Moderate (20-40%)",FALSE
"Hector Davis","Michelletown",85461,598,28119,24,60,TRUE,"Fair","Mid (11-25 yrs)",0.329027275599396,"Moderate (20-40%)",FALSE
"Misty Hansen","New Adriana",57760,689,12108,8,65,TRUE,"Good","Entry (0-10 yrs)",0.209626038781163,"Moderate (20-40%)",FALSE
"Derrick Thomas","South Joshua",100686,606,32734,4,55,FALSE,"Fair","Entry (0-10 yrs)",0.325109747134656,"Moderate (20-40%)",FALSE
"Tony Le","Wheelerborough",128994,768,8010,8,90,TRUE,"Excellent","Entry (0-10 yrs)",0.0620959114377413,"Low (<20%)",FALSE
"Travis Cook","Brockmouth",125673,750,22937,27,90,TRUE,"Excellent","Senior (26+ yrs)",0.182513348133648,"Low (<20%)",FALSE
"Shannon Mccann","West Malik",120422,505,32392,20,50,FALSE,"Poor","Mid (11-25 yrs)",0.26898739432994,"Moderate (20-40%)",FALSE
"James Flores","Faulknerbury",56365,633,25645,17,50,FALSE,"Fair","Mid (11-25 yrs)",0.454980927880777,"High (≥40%)",FALSE
"Jenna Wilson","New Wendy",123447,484,45676,35,50,FALSE,"Poor","Senior (26+ yrs)",0.370004941391852,"Moderate (20-40%)",TRUE
"Nicholas Hahn","South Lauren",70857,370,27813,31,40,FALSE,"Poor","Senior (26+ yrs)",0.392522968796308,"Moderate (20-40%)",FALSE
"Eric King","Lake Rodney",82296,686,5847,28,80,TRUE,"Good","Senior (26+ yrs)",0.0710484106153397,"Low (<20%)",FALSE
"Karen Morales DDS","Stephensstad",118039,849,39916,40,90,TRUE,"Excellent","Senior (26+ yrs)",0.338159421885987,"Moderate (20-40%)",FALSE
"Ashley Wright","Gabrielton",115180,709,22731,27,80,TRUE,"Good","Senior (26+ yrs)",0.197351970828269,"Low (<20%)",FALSE
"Brett Walker","South Neil",78944,774,45535,37,75,TRUE,"Excellent","Senior (26+ yrs)",0.576801276854479,"High (≥40%)",TRUE
"Brittany Cuevas","Garciachester",87422,387,8606,9,50,FALSE,"Poor","Entry (0-10 yrs)",0.0984420397611585,"Low (<20%)",FALSE
"Grant Mueller","Baileyville",147914,748,48316,28,85,TRUE,"Excellent","Senior (26+ yrs)",0.326649269169923,"Moderate (20-40%)",TRUE
"Eric Patrick","North Melindaville",97839,468,49528,15,40,FALSE,"Poor","Mid (11-25 yrs)",0.506219401261256,"High (≥40%)",TRUE
"Kristen Rivera","Mullenbury",89177,714,42271,11,65,TRUE,"Good","Mid (11-25 yrs)",0.474012357446427,"High (≥40%)",TRUE
"Matthew Foster","South Brittany",45860,698,1291,13,65,TRUE,"Good","Mid (11-25 yrs)",0.0281508940252944,"Low (<20%)",FALSE
"Paul Stokes","New Cristianside",62493,491,24972,20,40,FALSE,"Poor","Mid (11-25 yrs)",0.399596754836542,"Moderate (20-40%)",FALSE
"Brian Lambert","Rosemouth",59451,697,41062,25,60,TRUE,"Good","Mid (11-25 yrs)",0.690686447662781,"High (≥40%)",TRUE
"Hannah Bruce","Port Emily",38392,604,41270,37,40,FALSE,"Fair","Senior (26+ yrs)",1.0749635340696,"High (≥40%)",TRUE
"Cesar Wilson","Darylstad",74313,444,34477,24,35,FALSE,"Poor","Mid (11-25 yrs)",0.463943051686784,"High (≥40%)",FALSE
"Chad Reyes","South Cynthia",32757,477,37366,10,25,FALSE,"Poor","Entry (0-10 yrs)",1.14070275055713,"High (≥40%)",FALSE
"Charles Edwards MD","Port Michaeltown",107110,796,9947,12,95,TRUE,"Excellent","Mid (11-25 yrs)",0.0928671459247503,"Low (<20%)",FALSE
"Tracey Wagner","Ortizfort",102603,725,47539,28,70,TRUE,"Good","Senior (26+ yrs)",0.463329532274885,"High (≥40%)",TRUE
"Bradley Johnson DDS","Antoniobury",60161,850,19918,10,80,TRUE,"Excellent","Entry (0-10 yrs)",0.331078273299978,"Moderate (20-40%)",FALSE
"Krystal Barton","Dunnville",107128,416,18556,34,55,FALSE,"Poor","Senior (26+ yrs)",0.173213352251512,"Low (<20%)",FALSE
"Holly Carson","Port Jenniferside",58864,523,28862,6,30,FALSE,"Poor","Entry (0-10 yrs)",0.49031666213645,"High (≥40%)",FALSE
"Martha Wright","South Joseland",30942,749,8693,15,65,TRUE,"Excellent","Mid (11-25 yrs)",0.280944993859479,"Moderate (20-40%)",FALSE
"Oscar Norris","Martinberg",39305,511,14562,3,20,FALSE,"Poor","Entry (0-10 yrs)",0.370487215367002,"Moderate (20-40%)",FALSE
"Kim Carlson","West Tiffany",122778,599,19961,36,70,TRUE,"Fair","Senior (26+ yrs)",0.162577986284188,"Low (<20%)",FALSE
"Scott Duke","East Sydneychester",112719,360,19174,8,50,FALSE,"Poor","Entry (0-10 yrs)",0.170104418953326,"Low (<20%)",FALSE
"Brandi Thomas","Mariafurt",37716,801,10317,36,70,TRUE,"Excellent","Senior (26+ yrs)",0.273544384346166,"Moderate (20-40%)",FALSE
"Lori Brooks","Lake Lauraland",60007,712,34791,17,60,TRUE,"Good","Mid (11-25 yrs)",0.579782358724815,"High (≥40%)",FALSE
"Sherry Gibson","Murphytown",38834,395,48902,29,25,FALSE,"Poor","Senior (26+ yrs)",1.25925735180512,"High (≥40%)",TRUE
"Melissa Horn","Robinsonchester",148675,516,33421,17,55,FALSE,"Poor","Mid (11-25 yrs)",0.224792332268371,"Moderate (20-40%)",FALSE
"Drew Kelley","New Melissa",34117,651,45731,3,30,FALSE,"Fair","Entry (0-10 yrs)",1.3404168010083,"High (≥40%)",TRUE
"Mark Copeland","North Sarahburgh",142674,751,30918,0,75,TRUE,"Excellent","Entry (0-10 yrs)",0.21670381428992,"Moderate (20-40%)",FALSE
"Jessica Forbes DVM","Erikview",73309,395,43899,23,35,FALSE,"Poor","Mid (11-25 yrs)",0.598821427109905,"High (≥40%)",TRUE
"Jacob Mckee","North Randy",39287,612,48578,14,40,FALSE,"Fair","Mid (11-25 yrs)",1.23649044213098,"High (≥40%)",TRUE
"Brandon Davis","South Christian",97391,531,35042,28,45,FALSE,"Poor","Senior (26+ yrs)",0.359807374398045,"Moderate (20-40%)",FALSE
"Michael Montoya","Bensonfort",61195,372,16004,24,40,FALSE,"Poor","Mid (11-25 yrs)",0.261524634365553,"Moderate (20-40%)",FALSE
"Robert Garcia","Nicoleberg",66500,691,9725,9,65,TRUE,"Good","Entry (0-10 yrs)",0.146240601503759,"Low (<20%)",FALSE
"Justin Bishop","South Michael",117684,518,42161,9,45,FALSE,"Poor","Entry (0-10 yrs)",0.358256007613609,"Moderate (20-40%)",TRUE
"Lisa Ramos","North Peggy",93624,443,9071,37,55,FALSE,"Poor","Senior (26+ yrs)",0.0968875502008032,"Low (<20%)",FALSE
"Heather Jordan","East Joshua",58080,386,17263,35,40,FALSE,"Poor","Senior (26+ yrs)",0.297227961432507,"Moderate (20-40%)",FALSE
"Michelle Mitchell","Port Melanieport",100678,510,34931,38,50,FALSE,"Poor","Senior (26+ yrs)",0.346957627286994,"Moderate (20-40%)",FALSE
"Nicole Phillips","Port Rachaelbury",47342,806,26289,7,60,TRUE,"Excellent","Entry (0-10 yrs)",0.555299733851548,"High (≥40%)",FALSE
"Alexandria Ward","Davidshire",124811,730,24947,34,80,TRUE,"Good","Senior (26+ yrs)",0.199878215862384,"Low (<20%)",FALSE
"Pamela Best","North Brendatown",145655,568,15138,2,45,FALSE,"Poor","Entry (0-10 yrs)",0.10393052075109,"Low (<20%)",FALSE
"Tiffany Sanders","Courtneyhaven",104847,725,28759,25,75,TRUE,"Good","Mid (11-25 yrs)",0.274294924985932,"Moderate (20-40%)",FALSE
"Joshua Jensen","Christopherland",105525,823,14316,9,90,TRUE,"Excellent","Entry (0-10 yrs)",0.135664534470505,"Low (<20%)",FALSE
"Jeanette Walters","West Hollybury",91953,359,17022,5,45,FALSE,"Poor","Entry (0-10 yrs)",0.185116309418942,"Low (<20%)",FALSE
"Audrey Salazar","West Elizabethburgh",61850,422,1830,8,45,FALSE,"Poor","Entry (0-10 yrs)",0.0295877122069523,"Low (<20%)",FALSE
"Carla Benton","Garyberg",132841,575,49033,7,45,FALSE,"Poor","Entry (0-10 yrs)",0.369110440300811,"Moderate (20-40%)",TRUE
"Alyssa Roman","Alexandriaview",91993,378,33515,29,45,FALSE,"Poor","Senior (26+ yrs)",0.364321198352049,"Moderate (20-40%)",FALSE
"Amy Villarreal","West Eric",135840,405,38611,7,45,FALSE,"Poor","Entry (0-10 yrs)",0.284238810365135,"Moderate (20-40%)",FALSE
"Jordan Williams","East Brandonstad",83354,692,10835,11,75,TRUE,"Good","Mid (11-25 yrs)",0.129987763034767,"Low (<20%)",FALSE
"Shannon Tran","Walkerbury",54957,726,48204,20,60,TRUE,"Good","Mid (11-25 yrs)",0.877122113652492,"High (≥40%)",TRUE
"Blake Watson","East Jeffreyhaven",42363,347,27275,4,15,FALSE,"Poor","Entry (0-10 yrs)",0.643840143521469,"High (≥40%)",FALSE
"Sharon Ayala","Markside",42704,767,1522,23,75,TRUE,"Excellent","Mid (11-25 yrs)",0.0356406893967778,"Low (<20%)",FALSE
"Justin Torres","South Micheal",116374,805,13807,34,95,TRUE,"Excellent","Senior (26+ yrs)",0.118643339577569,"Low (<20%)",FALSE
"Danielle Smith","Johnsonside",86498,654,42677,0,40,FALSE,"Fair","Entry (0-10 yrs)",0.493387130338274,"High (≥40%)",TRUE
"April Sandoval","Daltonhaven",76438,543,28513,31,45,FALSE,"Poor","Senior (26+ yrs)",0.373021272142128,"Moderate (20-40%)",FALSE
"Valerie Thomas","Christopherbury",85519,832,28070,23,85,TRUE,"Excellent","Mid (11-25 yrs)",0.32823115331096,"Moderate (20-40%)",FALSE
"Paul Carpenter","Lake Lori",83883,376,39790,36,40,FALSE,"Poor","Senior (26+ yrs)",0.474351179619232,"High (≥40%)",FALSE
"Matthew Anderson","Josemouth",91213,702,46922,20,65,TRUE,"Good","Mid (11-25 yrs)",0.514422286296909,"High (≥40%)",TRUE
"Dillon Jones","East Kimberly",143224,411,11184,6,55,FALSE,"Poor","Entry (0-10 yrs)",0.0780874713735128,"Low (<20%)",FALSE
"John Russell","Tamiborough",125561,762,21205,29,90,TRUE,"Excellent","Senior (26+ yrs)",0.168882057326718,"Low (<20%)",FALSE
"Bryan Moore","Margaretton",37100,520,22482,9,20,FALSE,"Poor","Entry (0-10 yrs)",0.605983827493261,"High (≥40%)",FALSE
"David Kelly","Lake Kentburgh",118259,331,27502,28,55,FALSE,"Poor","Senior (26+ yrs)",0.232557352928741,"Moderate (20-40%)",FALSE
"Krista Davis","Port Lauraville",115649,312,5041,14,60,TRUE,"Poor","Mid (11-25 yrs)",0.0435887902186789,"Low (<20%)",FALSE
"Rodney Watson","New Brendaland",114696,322,5225,12,60,TRUE,"Poor","Mid (11-25 yrs)",0.0455552068075609,"Low (<20%)",FALSE
"Jill Anderson","Davidmouth",42899,351,12009,36,30,FALSE,"Poor","Senior (26+ yrs)",0.279936595258631,"Moderate (20-40%)",FALSE
"Nathaniel Crawford","Vegaburgh",37944,662,15071,11,45,FALSE,"Fair","Mid (11-25 yrs)",0.397190596668775,"Moderate (20-40%)",FALSE
"Jeremy Hernandez","Lake Kenneth",82772,721,37089,30,65,TRUE,"Good","Senior (26+ yrs)",0.448086309379984,"High (≥40%)",FALSE
"Douglas Taylor","Lake Nicole",125448,838,17328,40,95,TRUE,"Excellent","Senior (26+ yrs)",0.138128945858045,"Low (<20%)",FALSE
"Kimberly Smith MD","Timothyfort",74473,652,38070,32,50,FALSE,"Fair","Senior (26+ yrs)",0.511191975615324,"High (≥40%)",FALSE
"Devin Johnson","North Paula",134935,587,4839,30,75,TRUE,"Fair","Senior (26+ yrs)",0.0358617111942787,"Low (<20%)",FALSE
"Pamela Key","North John",142941,546,18467,34,55,FALSE,"Poor","Senior (26+ yrs)",0.129193163612959,"Low (<20%)",FALSE
"Sylvia Brown","New Meghan",44322,697,24252,11,50,FALSE,"Good","Mid (11-25 yrs)",0.547177473940707,"High (≥40%)",FALSE
"Kevin Drake","Robintown",62591,660,38201,36,50,FALSE,"Fair","Senior (26+ yrs)",0.610327363358949,"High (≥40%)",FALSE
"Travis Copeland","Weaverburgh",55112,802,3487,5,85,TRUE,"Excellent","Entry (0-10 yrs)",0.0632711569168239,"Low (<20%)",FALSE
"Kyle Smith","Smithborough",54931,433,23331,11,35,FALSE,"Poor","Mid (11-25 yrs)",0.424732846662176,"High (≥40%)",FALSE
"Sarah Morris","East Brendaberg",100292,413,35491,23,50,FALSE,"Poor","Mid (11-25 yrs)",0.353876680094125,"Moderate (20-40%)",FALSE
"Jacqueline Mcmahon","Willismouth",88800,609,22142,8,60,TRUE,"Fair","Entry (0-10 yrs)",0.249346846846847,"Moderate (20-40%)",FALSE
"Morgan Kim","Banksburgh",48373,665,15630,37,45,FALSE,"Fair","Senior (26+ yrs)",0.323114133917681,"Moderate (20-40%)",FALSE
"Jamie Gross","Davidtown",85296,700,38190,2,55,FALSE,"Good","Entry (0-10 yrs)",0.447734946539111,"High (≥40%)",FALSE
"Evan Lamb","Lake Ariana",54050,808,10217,21,85,TRUE,"Excellent","Mid (11-25 yrs)",0.189028677150786,"Low (<20%)",FALSE
"Cynthia Haas","Lake Nicole",66509,390,47462,40,35,FALSE,"Poor","Senior (26+ yrs)",0.713617705874393,"High (≥40%)",TRUE
